id,name,reviewed,category_auto,category_truth,category_match,category_fresh,category_freshmatch,footwearSubcategory_auto,footwearSubcategory_truth,footwearSubcategory_match,footwearSubcategory_fresh,footwearSubcategory_freshmatch,primaryColor_auto,primaryColor_truth,primaryColor_match,primaryColor_fresh,primaryColor_freshmatch,formality_auto,formality_truth,formality_match,formality_fresh,formality_freshmatch,warmth_auto,warmth_truth,warmth_match,warmth_fresh,warmth_freshmatch,seasons_auto,seasons_truth,seasons_match,seasons_fresh,seasons_freshmatch,fit_auto,fit_truth,fit_match,fit_fresh,fit_freshmatch,topLength_auto,topLength_truth,topLength_match,topLength_fresh,topLength_freshmatch,bottomVolume_auto,bottomVolume_truth,bottomVolume_match,bottomVolume_fresh,bottomVolume_freshmatch,structure_auto,structure_truth,structure_match,structure_fresh,structure_freshmatch,fabricWeight_auto,fabricWeight_truth,fabricWeight_match,fabricWeight_fresh,fabricWeight_freshmatch,patternType_auto,patternType_truth,patternType_match,patternType_fresh,patternType_freshmatch,patternScale_auto,patternScale_truth,patternScale_match,patternScale_fresh,patternScale_freshmatch,texture_auto,texture_truth,texture_match,texture_fresh,texture_freshmatch,archetype_auto,archetype_truth,archetype_match,archetype_fresh,archetype_freshmatch,feat_descriptor,feat_categoryConfidence,feat_luminanceStdDev,feat_edgeDensity,feat_aspect,feat_fillRatio
EC7ABE7A-7B15-466B-87AF-30000E7FC575,Top,yes,top,top,1,top,1,,,1,,1,mauve,mauve,1,mauve,1,0,0,1,0,1,1,0,0,1,0,autumn+spring+winter,autumn+spring+winter,1,autumn+spring+winter,1,regular,slim,0,regular,0,cropped,cropped,1,cropped,1,,,1,,1,soft,soft,1,soft,1,light,light,1,light,1,solid,solid,1,solid,1,none,none,1,none,1,subtleTexture,smooth,0,subtleTexture,0,preppy,classic,0,classic,1,longsleeve,0.5689,0.0931,0.0658,0.8205,0.5010
C54596C5-6ED9-4D7A-BB0E-301F5A6A1BBF,Top,yes,top,top,1,top,1,,,1,,1,mauve,mauve,1,mauve,1,0,0,1,0,1,1,1,1,1,1,autumn+spring+winter,autumn+spring+summer+winter,0,autumn+spring+winter,0,regular,regular,1,regular,1,cropped,cropped,1,cropped,1,,,1,,1,soft,structured,0,soft,0,light,light,1,light,1,solid,solid,1,solid,1,none,none,1,none,1,subtleTexture,textured,0,subtleTexture,0,classic,boho,0,classic,0,longsleeve,0.9879,0.0664,0.0615,0.8093,0.6865
5D529301-A3D0-49DE-83F8-9F4CA1C9DF8C,Top,yes,top,top,1,top,1,,,1,,1,ink,ink,1,ink,1,0,1,0,0,0,0,0,1,0,1,spring+summer,spring+summer,1,spring+summer,1,regular,regular,1,regular,1,regular,regular,1,regular,1,,,1,,1,soft,soft,1,soft,1,light,light,1,light,1,solid,solid,1,solid,1,none,none,1,none,1,subtleTexture,subtleTexture,1,subtleTexture,1,sporty,classic,0,sporty,0,t-shirt,0.9606,0.0786,0.0292,1.0165,0.6865
F9420159-5AB6-4C20-BE14-E21F6F80E8EB,Top,yes,top,top,1,top,1,,,1,,1,slate,navy,0,slate,0,0,1,0,0,0,0,0,1,0,1,autumn+spring+summer+winter,spring+summer,0,autumn+spring+summer+winter,0,regular,regular,1,regular,1,regular,regular,1,regular,1,,,1,,1,soft,structured,0,soft,0,light,light,1,light,1,,stripe,0,,0,small,small,1,small,1,textured,textured,1,textured,1,classic,preppy,0,classic,0,shirt,0.8112,0.3036,0.2853,0.9604,0.7031
8341DFCC-9FC8-493F-8BFC-3A0EA4D9BF00,Top,yes,top,top,1,top,1,,,1,,1,ink,charcoal,0,ink,0,0,0,1,0,1,0,0,1,0,1,spring+summer,spring+summer,1,spring+summer,1,regular,slim,0,regular,0,cropped,cropped,1,cropped,1,,,1,,1,soft,structured,0,soft,0,light,light,1,light,1,solid,solid,1,solid,1,none,none,1,none,1,subtleTexture,textured,0,subtleTexture,0,sporty,romantic,0,sporty,0,t-shirt,0.7520,0.0961,0.0597,0.7436,0.7305
A16E867C-FD09-4664-9B89-D73120740E53,Top,yes,top,top,1,top,1,,,1,,1,burgundy,burgundy,1,burgundy,1,0,0,1,0,1,1,0,0,1,0,,spring+summer,0,,0,,slim,0,,0,,cropped,0,,0,,,1,,1,,soft,0,,0,,light,0,,0,solid,solid,1,solid,1,none,none,1,none,1,subtleTexture,subtleTexture,1,subtleTexture,1,classic,classic,1,classic,1,,0.0000,0.0588,0.0341,1.0750,0.6787
CFE95192-E8FD-4C7E-B8F4-97D87EC2620C,Top,yes,top,top,1,top,1,,,1,,1,mauve,mauve,1,mauve,1,0,0,1,0,1,1,1,1,1,1,autumn+spring+winter,autumn+spring+winter,1,autumn+spring+winter,1,regular,regular,1,regular,1,regular,regular,1,regular,1,,,1,,1,soft,semiStructured,0,soft,0,light,light,1,light,1,solid,check,0,solid,0,none,small,0,none,0,textured,textured,1,textured,1,classic,classic,1,classic,1,longsleeve,0.9996,0.1107,0.1102,0.9512,0.7773
1E8E2184-B3D1-4172-A47D-8F73149F5A80,Top,yes,top,top,1,top,1,,,1,,1,ink,navy,0,ink,0,0,0,1,0,1,0,0,1,0,1,spring+summer,spring+summer,1,spring+summer,1,regular,regular,1,regular,1,cropped,regular,0,cropped,0,,,1,,1,soft,soft,1,soft,1,light,medium,0,light,0,solid,solid,1,solid,1,none,none,1,none,1,subtleTexture,subtleTexture,1,subtleTexture,1,sporty,classic,0,sporty,0,t-shirt,0.7040,0.0758,0.0330,0.8112,0.6777
50F49D23-99B8-47E7-AB42-8D67B0BB868F,Top,yes,top,top,1,top,1,,,1,,1,mauve,ecru,0,mauve,0,0,0,1,0,1,1,0,0,1,0,autumn+spring+winter,autumn+spring+summer,0,autumn+spring+winter,0,regular,slim,0,regular,0,regular,cropped,0,regular,0,,,1,,1,soft,soft,1,soft,1,light,light,1,light,1,solid,solid,1,solid,1,none,none,1,none,1,smooth,smooth,1,smooth,1,classic,minimalist,0,classic,0,longsleeve,0.9941,0.0450,0.0287,1.0337,0.5410
F4D7B3FC-94B1-416B-A52C-162EC75871DA,Top,yes,top,top,1,top,1,,,1,,1,ink,ink,1,ink,1,0,0,1,0,1,0,0,1,0,1,spring+summer,spring+summer,1,spring+summer,1,regular,slim,0,regular,0,regular,cropped,0,regular,0,,,1,,1,soft,soft,1,soft,1,light,light,1,light,1,,solid,0,,0,large,none,0,large,0,textured,smooth,0,textured,0,sporty,minimalist,0,sporty,0,t-shirt,0.6278,0.2517,0.0831,1.4381,0.2920
2DEAD7F6-0C55-43FB-A171-AC44AD58050D,Top,yes,top,top,1,top,1,,,1,,1,charcoal,charcoal,1,charcoal,1,0,0,1,0,1,0,0,1,0,1,spring+summer,spring+summer,1,spring+summer,1,regular,regular,1,regular,1,regular,regular,1,regular,1,,,1,,1,soft,soft,1,soft,1,light,light,1,light,1,solid,stripe,0,solid,0,none,small,0,none,0,subtleTexture,subtleTexture,1,subtleTexture,1,sporty,sporty,1,classic,0,t-shirt,0.9055,0.0741,0.0533,1.4896,0.6670
